clip_id,predicted_emotion
clip_006776,sad
clip_006783,happy
clip_006784,anger
clip_006792,happy
clip_006802,sad
clip_006807,neutral
clip_006809,sad
clip_006817,sad
clip_006820,neutral
clip_006829,anger
clip_006839,neutral
clip_006848,anger
clip_006853,neutral
clip_006854,sad
clip_006860,anger
clip_006864,neutral
clip_006874,neutral
clip_006882,neutral
clip_006891,disgust
clip_006901,sad
clip_006924,neutral
clip_006925,anger
clip_006927,neutral
clip_006933,anger
clip_006935,neutral
clip_006950,neutral
clip_006957,happy
clip_006964,fear
clip_006965,sad
clip_006973,sad
clip_006977,happy
clip_006997,sad
clip_007012,fear
clip_007013,neutral
clip_007015,disgust
clip_007017,fear
clip_007018,disgust
clip_007022,sad
clip_007032,neutral
clip_007038,neutral
clip_007062,happy
clip_007081,neutral
clip_007101,anger
clip_007104,fear
clip_007105,neutral
clip_007108,sad
clip_007125,happy
clip_007126,sad
clip_007130,neutral
clip_007135,happy
clip_007144,anger
clip_007145,sad
clip_007150,happy
clip_007172,fear
clip_007199,sad
clip_007248,neutral
clip_007253,anger
clip_007283,sad
clip_007292,sad
clip_007294,sad
clip_007295,neutral
clip_007301,sad
clip_007308,neutral
clip_007315,anger
clip_007321,neutral
clip_007326,anger
clip_007334,happy
clip_007338,neutral
clip_007345,anger
clip_007352,sad
clip_007364,fear
clip_007369,disgust
clip_007381,neutral
clip_007383,anger
clip_007405,neutral
clip_007406,fear
clip_007407,disgust
clip_007410,sad
clip_007415,happy
clip_007416,neutral
clip_007418,sad
clip_007421,neutral
clip_007426,neutral
clip_007432,disgust
clip_007441,neutral
